Q,A
描述反馈电路的概念，列举他们的应用。,反馈就是在电子系统中，把放大电路中的输出量（电流或电压）的一部分或全部，通过一定形式的反馈取样网络并以一定的方式作用到输入回路以影响放大电路输入量的过程。反馈的类型有：电压串联负反馈、电流串联负反馈、电压并联负反馈、电流并联负反馈。
负反馈对放大器性能有哪四种影响,1)提高放大倍数的稳定性，由于外界条件的变化（T℃，Vcc，器件老化等），放大倍数会变化，其相对变化量越小，则稳定性越高。2)减小非线性失真和噪声。3)改变了放大器的输入电阻 R_i 和输出电阻 R_o。4)有效地扩展放大器的通频带。
电压负反馈的特点,电路的输出电压趋向于维持恒定。
电流负反馈的特点,电路的输出电流趋向于维持恒定。
试问插入导频法载波同步有什么优缺点？,插入导频法主要用于接收信号频谱中没有离散载频分量，且在载频附近频谱幅度很小的情况，能在接收端解调时在输出中不产生新增的直流分量。不增加频谱资源，但需要消耗功率资源。
试问哪类信号频谱中没有离散载频分量？,无直流分量的基带信号经调制后就没有离散载频分量，如SSB、VSB、2PSK等信号。
 试问能否从没有离散载频分量的信号中提取出载频？若能，试从物理概念上作解释。,可以，将接受信号做非线性的处理，就有可能出现离散载频分量。
 试问什么是相位模糊问题？在用什么方法提取载波时会出现相位模糊？解决相位模糊对信号传输影响的主要途径是什么？,从接收信号提取出的载波，其相位差可能是0，也可能是π，这种不确定性称为相位模糊问题。用平方法、科斯塔斯环法提取时。解决方法是插入导频法和差分信号法。
试问对载波同步的性能有哪些要求？,1、载波同步精确度。2、同步建立时间和保持时间。3、载波同步误差对误码率的影响。
何谓位同步？试问位同步分为几类？,位同步即码元同步，为了使每个码元得到最佳的调解，以及在准确的判决时刻进行接收码元的判决，必须知道码元准确的起止时刻。分为两大类：外同步法，它需要在信号中外加包含位定时信息的导频或数据序列。自同步法，它从信息码元序列本身中提取出位定时信息。
何谓位同步法？试问外同步法有何优缺点？,外同步法又称为辅助信息同步法，它是在正常信息码元序列外附加位同步的辅助信息，以达到提取位同步信息的目的。在接收端利用一个窄带滤波器，将其分离出来，并形成码元定时脉冲。这种方法的优点是设备简单，缺点是需要占用一定的频带宽带和发送功率。
何谓自同步法？试问自同步法又分为几种？,自同步法：是指接收方能从数据信号波形中提取同步信号的方法。两种：开环同步和闭环同步。
非均匀量化有什么优点？,改善抽样信号中的小信号的量噪比。
在A压缩律特性中，若选用A=1，将得到什么压缩效果？,无压缩效果
在μ压缩律特性中，若选用μ=0，将得到什么压缩效果？,无压缩效果
 我国采用的语音量化标准，是符合A律还是μ律？,A律
在系统中，为什么常用折叠码进行编码？,折叠码的优点是误码对于小电压的影响较小。由于语音信号的小电压出现的概率较大，所以折叠码有利于减小语音信号的平均量化噪声。
 何谓信号量噪比？有无办法消除它？,信号功率与量化噪声功率之比为信号量噪比。无
在系统中，信号的量噪比和信号带宽有什么关系？,呈指数规律增长
频谱密度和频谱的量纲分别是什么?,频谱密度是伏特每赫兹（V/Hz），频谱的是伏特(V)。
随机变量的分布函数和概率密度有什么关系?,概率密度是分布函数的导数。
随机过程的功率谱密度和自相关函数有什么关系?,傅里叶变换的关系
随机变量的数字特征主要有哪几个?,数学期望、方差、矩。
正态分布公式中的常数a和σ??有何意义?,均值和方差
何谓平稳随机过程?广义平稳随机过程和严格平稳随机过程有何区别?,若一个随机过程的数字特征与时间起点无关，则称为广义平稳随机过程。若一个随机过程的统计特性与时间起点无关，则称为严格广义平稳随机过程。
何谓窄带平稳随机过程?,若信号或噪声的带宽和其载波或中心频率相比很窄，则称其为窄带随机过程。
fm产生门限效应的主要原因是什么？,主要是非线性的解调作用
什么是频分复用,频分复用中，一个信道的可用频带被分为若干个互不重叠的频段，每路信号占用其中的一个频段，在接收端，通过滤波器选出其中所要接收的信号，在进行解调。
数字基带传输系统的基本结构及各部分的功能？,数字基带传输系统由发送滤波器、信道、接收滤波器、抽样判决器及定时和同步系统构成。发送滤波器的功能是产生适合于信道传输的基带信号波形。信道的作用是传输基带信号。信道的作用是传输基带信号。接收滤波器的作用是接收信号，尽可能滤除信道噪声和其他干扰，对信道特性进行均衡，使输出的基带波形有利于抽样判决。抽样判决器的作用是使再传输热性不理想及噪声背景下，在规定时刻对接收滤波器的输出波形进行判决，以恢复或再生基带信号。定时和同步系统的作用是为抽样判决器提供准确的抽样时钟。
数字基带信号的功率谱有什么特点？它的带宽只要取决于什么？,"数字基带信号的功率谱密度可能包括两个部分，连续谱部分Pu（w）及离散谱部分Pv(w)。对于连续谱而言，代表数字信息的g1(t)及g2(t)不能完全相同，所以Pu（w）总是存在的，而对于离散谱P=1/[1- g1(t)/ g2(t)]=k,且0≤k≤1时，无离散谱。它的宽带取决于一个码元的持续时间Ts和基带信号的码元波形的傅里叶变换形式。"
构成AMI码和HDB3码的规则是什么？它们各有什么优缺点？,"AMI的编码规则：将消息代码0（空号）仍然变换成传输码0，而把1（传码）交替的变换为传输码的+1，-1…。因此AMI码为三电平序列，三元码，伪三进制，1B/1T码。AMI的优点：（1）0,1不等概率是也无直流。（2）零频附近的低频分量小。（3）整流后及RZ码。（4）编译码电路简单而且便于观察误码情况。AMI的缺点是：连续0码多时，RZ码连0也多，不利于提取高质量的位同步信号。HDB3的编码规则：先把消息代码变换AMI码，然后去检查AMI码的连零情况，没有四个或者四个以上的连零串时，这时的AMI码就是HDB3码。当出现四个或者四个以上的连零串时，将四个连零小段的第四个0变换于迁移非0符号同极性的符号，称为V符号（破坏码）。当相邻V符号之间有偶数个非零符号时，再将该小段的第一个0变成+B或者-B（平衡码），B符号的极性与前一非零符号的极性相反，并让后面的非0符号从V符号开始再交替变化。HDB3码的优点：保持了AMI的优点，还增加了使连零串减少到至多三个，对于定时信号的恢复是十分有利的。"
